,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department_IT,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_high,salary_low,salary_medium,left
1524,0.74,0.86,0.7142857142857143,0.8451612903225807,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
757,0.38,0.55,0.2857142857142857,0.4870967741935484,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6804,0.77,0.42,0.5714285714285714,0.3161290322580645,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12080,0.45,0.54,0.2857142857142857,0.45161290322580644,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
10789,0.62,0.94,0.5714285714285714,0.8129032258064516,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
11502,0.6,0.52,0.42857142857142855,0.5903225806451613,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12642,0.73,0.97,0.7142857142857143,0.7580645161290323,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1420,0.44,0.57,0.2857142857142857,0.46774193548387094,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
7045,0.58,0.59,0.5714285714285714,0.7225806451612903,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14643,0.44,0.51,0.2857142857142857,0.4838709677419355,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
4578,0.34,0.92,0.42857142857142855,0.6645161290322581,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11145,0.56,0.94,0.42857142857142855,0.4967741935483871,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8920,0.71,0.61,0.2857142857142857,0.6967741935483871,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
721,0.31,0.87,0.5714285714285714,0.5935483870967742,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
13687,0.5,0.53,0.42857142857142855,0.45806451612903226,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1159,0.11,0.95,1.0,0.867741935483871,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7026,0.78,0.89,0.42857142857142855,0.6806451612903226,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6531,0.62,0.89,0.42857142857142855,0.6483870967741936,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9778,0.34,0.46,0.7142857142857143,0.42258064516129035,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3672,0.3,0.71,0.42857142857142855,0.5,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3179,0.59,0.91,0.5714285714285714,0.45806451612903226,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14891,0.85,0.87,0.7142857142857143,0.7935483870967742,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5581,0.48,0.94,0.5714285714285714,0.7451612903225806,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12740,0.1,0.89,1.0,0.9387096774193548,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
14458,0.46,0.49,0.2857142857142857,0.4774193548387097,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
11613,0.56,0.85,0.42857142857142855,0.8548387096774194,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12006,0.1,0.77,0.8571428571428571,0.7967741935483871,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1129,0.11,0.93,0.8571428571428571,0.9354838709677419,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
11221,0.96,0.48,0.42857142857142855,0.6516129032258065,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5302,0.92,0.78,0.42857142857142855,0.7032258064516129,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1648,0.1,0.97,1.0,0.9096774193548387,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
6672,0.48,0.52,0.42857142857142855,0.9032258064516129,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13671,0.59,0.84,0.5714285714285714,0.8096774193548387,0.4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7987,0.34,0.76,0.8571428571428571,0.7645161290322581,0.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6123,0.86,0.92,0.42857142857142855,0.8387096774193549,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3075,0.46,0.57,0.5714285714285714,0.8870967741935484,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9627,0.95,0.86,0.2857142857142857,0.8483870967741935,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10093,0.8,0.87,0.7142857142857143,0.8096774193548387,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12199,0.77,0.94,0.7142857142857143,0.7290322580645161,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9712,0.87,0.71,0.8571428571428571,0.7225806451612903,0.6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8110,0.78,0.61,0.42857142857142855,0.4774193548387097,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
12116,0.86,0.68,0.7142857142857143,0.8483870967741935,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
660,0.44,0.5,0.2857142857142857,0.41935483870967744,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5103,0.82,0.88,0.5714285714285714,0.5516129032258065,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14195,0.52,0.61,0.5714285714285714,0.603225806451613,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1066,0.43,0.47,0.2857142857142857,0.4161290322580645,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
3951,0.95,0.63,0.42857142857142855,0.8032258064516129,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9776,0.56,0.57,0.2857142857142857,0.36129032258064514,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
11916,0.37,0.72,0.42857142857142855,0.5903225806451613,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13972,0.88,0.83,0.5714285714285714,0.8806451612903226,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10935,0.8,0.94,0.5714285714285714,0.8741935483870967,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7370,0.84,0.52,0.7142857142857143,0.5516129032258065,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7170,0.74,0.6,0.42857142857142855,0.7483870967741936,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9137,0.69,0.62,0.5714285714285714,0.5903225806451613,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9471,0.52,0.74,0.42857142857142855,0.5161290322580645,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1172,0.45,0.49,0.2857142857142857,0.4645161290322581,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
739,0.11,0.85,1.0,0.8870967741935484,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5882,0.59,1.0,0.5714285714285714,0.5451612903225806,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5536,0.51,0.84,0.5714285714285714,0.6903225806451613,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
6437,0.53,0.63,0.5714285714285714,0.8354838709677419,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1000,0.87,1.0,0.5714285714285714,0.832258064516129,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4406,0.37,0.4,0.5714285714285714,0.5193548387096775,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10609,0.75,0.92,0.42857142857142855,0.6806451612903226,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9580,0.59,0.51,0.2857142857142857,0.46774193548387094,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13621,0.17,0.78,0.42857142857142855,0.7709677419354839,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13678,0.55,0.67,0.42857142857142855,0.4838709677419355,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7766,0.8,0.99,0.7142857142857143,0.603225806451613,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11707,0.43,0.66,0.5714285714285714,0.43548387096774194,0.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2869,0.99,0.56,0.42857142857142855,0.6225806451612903,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7494,0.67,0.87,0.42857142857142855,0.5709677419354838,0.4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2443,0.54,0.77,0.5714285714285714,0.8741935483870967,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
86,0.17,0.84,0.7142857142857143,0.7483870967741936,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1013,0.11,0.78,1.0,0.8,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1882,0.09,0.89,0.8571428571428571,0.9096774193548387,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3981,0.7,0.78,0.5714285714285714,0.8193548387096774,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4633,0.19,0.76,0.2857142857142857,0.5096774193548387,0.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8864,0.81,0.56,0.42857142857142855,0.45806451612903226,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5708,0.86,0.89,0.5714285714285714,0.43870967741935485,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11186,0.8,0.75,0.5714285714285714,0.7225806451612903,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11269,0.7,0.56,0.5714285714285714,0.6903225806451613,0.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1410,0.9,0.98,0.7142857142857143,0.8741935483870967,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
11420,0.78,0.43,0.5714285714285714,0.8870967741935484,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3714,0.72,0.66,0.42857142857142855,0.5161290322580645,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13012,0.9,0.77,0.5714285714285714,0.8806451612903226,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7036,0.97,0.82,0.5714285714285714,0.567741935483871,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3291,0.21,0.57,0.7142857142857143,0.7709677419354839,0.3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14955,0.72,0.94,0.5714285714285714,0.832258064516129,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
13484,0.51,0.55,0.2857142857142857,0.32903225806451614,0.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1773,0.11,0.87,0.8571428571428571,0.8806451612903226,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
6694,0.86,0.6,0.42857142857142855,0.7387096774193549,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4899,0.92,0.92,0.42857142857142855,0.7870967741935484,0.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12963,0.94,0.69,0.7142857142857143,0.46774193548387094,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6910,0.88,1.0,0.42857142857142855,0.4032258064516129,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14516,0.45,0.47,0.2857142857142857,0.43548387096774194,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8859,0.69,0.54,0.7142857142857143,0.49032258064516127,0.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12567,0.1,0.97,0.8571428571428571,0.9096774193548387,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3217,0.52,0.96,0.7142857142857143,0.8096774193548387,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8512,0.55,0.88,0.42857142857142855,0.5580645161290323,0.3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10901,0.66,0.91,0.5714285714285714,0.7548387096774194,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6966,0.9,0.49,0.5714285714285714,0.5967741935483871,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9802,0.84,0.56,0.42857142857142855,0.8580645161290322,0.3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6656,0.22,0.92,0.8571428571428571,0.7096774193548387,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9729,0.47,0.41,0.2857142857142857,0.45161290322580644,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
10922,0.18,0.81,0.5714285714285714,0.47419354838709676,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2255,0.87,0.74,0.5714285714285714,0.6129032258064516,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
12432,0.44,0.51,0.2857142857142857,0.4838709677419355,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
9856,0.64,0.66,0.7142857142857143,0.5258064516129032,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
808,0.71,1.0,0.5714285714285714,0.967741935483871,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
7863,1.0,0.59,0.42857142857142855,0.8161290322580645,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
688,0.09,0.82,0.8571428571428571,0.8290322580645161,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2772,0.54,0.56,0.5714285714285714,0.7322580645161291,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10578,0.61,0.96,0.42857142857142855,0.7967741935483871,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8106,0.87,0.67,0.42857142857142855,0.4483870967741935,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9732,0.92,0.88,0.5714285714285714,0.3580645161290323,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14531,0.41,0.54,0.2857142857142857,0.4935483870967742,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3300,0.73,0.68,0.7142857142857143,0.6129032258064516,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7081,0.7,1.0,0.5714285714285714,0.8419354838709677,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
13920,0.77,0.86,0.7142857142857143,0.7677419354838709,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8329,0.87,0.58,0.5714285714285714,0.8354838709677419,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13517,0.26,0.99,0.7142857142857143,0.5935483870967742,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1227,0.39,0.54,0.2857142857142857,0.42258064516129035,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
2604,0.85,0.78,0.5714285714285714,0.8096774193548387,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7221,0.78,0.51,0.42857142857142855,0.5548387096774193,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7450,0.53,0.51,0.5714285714285714,0.5612903225806452,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3750,0.93,0.63,0.5714285714285714,0.7516129032258064,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
610,0.09,0.95,1.0,0.8258064516129032,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
6284,0.63,0.67,0.5714285714285714,0.4806451612903226,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11021,0.56,0.92,0.5714285714285714,0.7225806451612903,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5287,0.71,0.58,0.42857142857142855,0.6258064516129033,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1695,0.78,0.96,0.7142857142857143,0.8774193548387097,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
8195,0.56,0.98,0.42857142857142855,0.8096774193548387,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2353,0.89,0.83,0.42857142857142855,0.5290322580645161,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
10277,0.87,0.84,0.7142857142857143,0.6967741935483871,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9600,0.8,0.76,0.5714285714285714,0.43548387096774194,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2969,0.31,0.86,0.42857142857142855,0.6612903225806451,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5783,0.98,1.0,0.7142857142857143,0.4838709677419355,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9996,0.97,0.55,0.5714285714285714,0.535483870967742,0.3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
10920,0.79,0.59,0.5714285714285714,0.603225806451613,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
11776,0.76,0.56,0.42857142857142855,0.5774193548387097,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9370,0.77,0.83,0.7142857142857143,0.635483870967742,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13284,0.49,0.63,0.42857142857142855,0.5838709677419355,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
7942,0.81,0.52,0.5714285714285714,0.7129032258064516,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4529,0.52,0.67,0.42857142857142855,0.7870967741935484,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13032,0.7,0.6,0.7142857142857143,0.6709677419354839,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1823,0.1,0.89,0.8571428571428571,0.9032258064516129,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
13184,0.67,0.63,0.42857142857142855,0.7322580645161291,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
11511,0.72,0.88,0.7142857142857143,0.6967741935483871,1.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5307,0.36,0.42,0.2857142857142857,0.6193548387096774,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10841,0.71,0.72,0.42857142857142855,0.8741935483870967,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11141,0.87,0.55,0.5714285714285714,0.635483870967742,0.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4033,0.94,0.6,0.5714285714285714,0.6935483870967742,0.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8073,0.82,0.63,0.42857142857142855,0.7935483870967742,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7060,0.84,0.62,0.5714285714285714,0.49032258064516127,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
7206,0.68,0.74,0.5714285714285714,0.6935483870967742,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
13417,1.0,0.72,0.7142857142857143,0.6258064516129033,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
785,0.85,0.99,0.7142857142857143,0.8,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1719,0.77,0.96,0.7142857142857143,0.8032258064516129,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
6089,0.87,0.81,0.7142857142857143,0.7612903225806451,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3394,0.99,0.6,0.5714285714285714,0.8354838709677419,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9288,0.94,0.63,0.7142857142857143,0.8419354838709677,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1331,0.09,0.86,0.8571428571428571,0.9580645161290322,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
11545,0.58,0.79,0.42857142857142855,0.7838709677419354,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
143,0.37,0.47,0.2857142857142857,0.49032258064516127,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1334,0.44,0.53,0.2857142857142857,0.47419354838709676,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2571,0.78,0.82,0.5714285714285714,0.4612903225806452,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10129,0.54,0.95,0.5714285714285714,0.4806451612903226,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7088,0.94,0.58,0.42857142857142855,0.43548387096774194,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3964,0.95,0.74,0.5714285714285714,0.6967741935483871,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4163,0.63,0.9,0.2857142857142857,0.7806451612903226,0.3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12260,0.46,0.46,0.2857142857142857,0.4967741935483871,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3908,0.7,0.55,0.5714285714285714,0.5129032258064516,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5088,0.61,0.95,0.5714285714285714,0.5451612903225806,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4661,0.59,0.99,0.42857142857142855,0.7580645161290323,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1203,0.42,0.97,0.8571428571428571,0.8354838709677419,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
8844,0.22,0.8,0.5714285714285714,0.4806451612903226,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
13359,0.72,0.53,0.42857142857142855,0.5774193548387097,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14053,0.68,0.75,0.5714285714285714,0.832258064516129,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7469,0.52,0.41,0.42857142857142855,0.9129032258064517,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1682,0.59,1.0,0.42857142857142855,0.5032258064516129,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2871,0.77,0.49,0.5714285714285714,0.7,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3892,0.85,0.82,0.42857142857142855,0.4935483870967742,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2933,0.56,0.88,0.42857142857142855,0.5612903225806452,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
619,0.43,0.51,0.2857142857142857,0.45483870967741935,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
69,0.43,0.5,0.2857142857142857,0.43548387096774194,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
760,0.1,0.9,1.0,0.9354838709677419,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4968,0.88,0.96,0.7142857142857143,0.5870967741935483,0.4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6974,0.62,0.49,0.42857142857142855,0.5548387096774193,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3357,0.71,0.69,0.5714285714285714,0.5806451612903226,0.3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8611,0.55,0.57,0.7142857142857143,0.9032258064516129,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6493,0.77,0.57,0.7142857142857143,0.5225806451612903,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
870,0.39,0.56,0.2857142857142857,0.4064516129032258,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1380,0.87,0.92,0.5714285714285714,0.8161290322580645,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
6040,0.58,0.48,0.7142857142857143,0.8096774193548387,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6801,0.75,0.63,0.5714285714285714,0.8419354838709677,0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6039,0.34,0.71,0.2857142857142857,0.5161290322580645,0.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
419,0.82,0.85,0.5714285714285714,0.7193548387096774,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5812,0.44,0.99,0.7142857142857143,0.38387096774193546,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4312,0.59,0.9,0.2857142857142857,0.7064516129032258,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3177,0.57,0.82,0.7142857142857143,0.7032258064516129,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2428,0.65,0.86,0.7142857142857143,0.8064516129032258,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4559,0.59,0.72,0.5714285714285714,0.8516129032258064,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8263,0.76,0.72,0.42857142857142855,0.8870967741935484,0.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13758,0.42,0.8,0.5714285714285714,0.8354838709677419,0.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
422,0.86,1.0,0.7142857142857143,0.8290322580645161,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4820,0.67,0.83,0.5714285714285714,0.6290322580645161,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7002,0.68,0.75,0.7142857142857143,0.7838709677419354,0.3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2845,0.73,0.66,0.42857142857142855,0.43548387096774194,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
13291,0.48,0.74,0.2857142857142857,0.8741935483870967,0.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6191,1.0,0.67,0.42857142857142855,0.6419354838709678,0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12707,0.79,0.91,0.7142857142857143,0.8741935483870967,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9254,0.64,0.48,0.5714285714285714,0.8612903225806452,0.2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12652,0.09,0.77,0.8571428571428571,0.9354838709677419,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
9886,0.68,0.5,0.5714285714285714,0.535483870967742,0.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10236,0.87,0.64,0.2857142857142857,0.5451612903225806,0.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
